H:[0 1 0 1 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0]:0
H:[1 0 1 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0]:0
H:[0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0 0]:0
H:[1 0 0 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0 0 0 0 0]:0
H:[0 0 0 0 0 1 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0]:0
H:[0 0 0 0 1 0 1 0 0 0 0 0 0 0 0 0 0 0 0 2 0 0 0]:0
H:[0 0 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 0 2 0 0]:0
H:[0 0 0 0 0 0 1 0 1 1 1 1 0 0 0 0 0 0 0 0 0 2 0]:0
H:[0 0 0 0 0 0 1 1 0 1 1 1 0 0 0 0 0 0 0 0 0 2 0]:0
H:[0 0 0 0 0 0 0 1 1 0 1 1 0 0 0 0 0 0 0 0 0 0 2]:0
H:[0 0 0 0 0 0 0 1 1 1 0 1 0 0 0 0 0 0 0 0 0 0 2]:0
H:[0 0 0 0 0 0 0 1 1 1 1 0 0 0 0 0 0 0 0 0 0 0 2]:0
C:[2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]:0
C:[0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]:0
C:[0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]:0
C:[0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]:0
C:[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]:0
C:[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]:0
C:[0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]:0
C:[0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]:0
C:[0 0 0 0 0 0 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0 0]:0
C:[0 0 0 0 0 0 0 2 2 0 0 0 0 0 0 0 0 0 0 0 0 0 0]:0
C:[0 0 0 0 0 0 0 0 0 2 2 2 0 0 0 0 0 0 0 0 0 0 0]:0
